time,cities,threat,id,description
2019-07-31 10:07:00,עין שמר,1,5705,ירי רקטות וטילים
2019-07-31 10:07:00,עמיקם,1,5706,ירי רקטות וטילים
2019-07-31 10:07:00,פרדס חנה,1,5707,ירי רקטות וטילים
2019-07-31 10:07:00,קיסריה,1,5708,ירי רקטות וטילים
2019-07-31 10:07:00,רגבים,1,5709,ירי רקטות וטילים
2019-07-31 10:07:00,שדות ים,1,5710,ירי רקטות וטילים
2019-07-31 10:07:00,אום אל פחם,1,5711,ירי רקטות וטילים
2019-07-31 10:07:00,אום אל קוטוף,1,5712,ירי רקטות וטילים
2019-07-31 10:07:00,אל עריאן,1,5713,ירי רקטות וטילים
2019-07-31 10:07:00,ברטעה,1,5714,ירי רקטות וטילים
2019-07-31 10:07:00,ברקאי,1,5715,ירי רקטות וטילים
2019-07-31 10:07:00,גבעת חביבה,1,5716,ירי רקטות וטילים
2019-07-31 10:07:00,חריש,1,5717,ירי רקטות וטילים
2019-07-31 10:07:00,כפר קרע,1,5718,ירי רקטות וטילים
2019-07-31 10:07:00,מאור,1,5719,ירי רקטות וטילים
2019-07-31 10:07:00,מועאוויה,1,5720,ירי רקטות וטילים
2019-07-31 10:07:00,מי עמי,1,5721,ירי רקטות וטילים
2019-07-31 10:07:00,מעלה עירון,1,5722,ירי רקטות וטילים
2019-07-31 10:07:00,מענית,1,5723,ירי רקטות וטילים
2019-07-31 10:07:00,מצפה אילן,1,5724,ירי רקטות וטילים
2019-07-31 10:07:00,עין אל-סהלה,1,5725,ירי רקטות וטילים
2019-07-31 10:07:00,ערערה,1,5726,ירי רקטות וטילים
2019-07-31 10:07:00,שדה יצחק,1,5727,ירי רקטות וטילים
2019-07-31 10:07:00,שער מנשה,1,5728,ירי רקטות וטילים
2019-07-31 10:07:00,תלמי אלעזר,1,5729,ירי רקטות וטילים
2019-07-31 10:07:00,אזור תעשייה רגבים,1,5730,ירי רקטות וטילים
2019-07-31 10:07:00,בית סוהר מגידו,1,5731,ירי רקטות וטילים
2019-07-31 10:07:00,בית ספר אורט בנימינה,1,5732,ירי רקטות וטילים
2019-07-31 10:07:00,מרכז ימי קיסריה,1,5733,ירי רקטות וטילים
2019-07-31 10:07:00,קציר,1,5734,ירי רקטות וטילים
2019-07-31 10:07:00,רמת הנדיב,1,5735,ירי רקטות וטילים
2019-07-31 10:07:00,בית אורן,1,5736,ירי רקטות וטילים
2019-07-31 10:07:00,גבעת וולפסון,1,5737,ירי רקטות וטילים
2019-07-31 10:07:00,החותרים,1,5738,ירי רקטות וטילים
2019-07-31 10:07:00,כפר גלים,1,5739,ירי רקטות וטילים
2019-07-31 10:07:00,אזור תעשייה ניר עציון,1,5740,ירי רקטות וטילים
2019-07-31 10:07:00,בית צבי,1,5741,ירי רקטות וטילים
2019-07-31 10:07:00,בת שלמה,1,5742,ירי רקטות וטילים
2019-07-31 10:07:00,גבע כרמל,1,5743,ירי רקטות וטילים
2019-07-31 10:07:00,דור,1,5744,ירי רקטות וטילים
2019-07-31 10:07:00,הבונים,1,5745,ירי רקטות וטילים
2019-07-31 10:07:00,כפר הנוער ימין אורד,1,5746,ירי רקטות וטילים
2019-07-31 10:07:00,כרם מהר''ל,1,5747,ירי רקטות וטילים
2019-07-31 10:07:00,מאיר שפיה,1,5748,ירי רקטות וטילים
2019-07-31 10:07:00,מגדים,1,5749,ירי רקטות וטילים
2019-07-31 10:07:00,מרכז מיר''ב,1,5750,ירי רקטות וטילים
2019-07-31 10:07:00,נווה ים,1,5751,ירי רקטות וטילים
2019-07-31 10:07:00,נחשולים,1,5752,ירי רקטות וטילים
2019-07-31 10:07:00,ניר עציון,1,5753,ירי רקטות וטילים
2019-07-31 10:07:00,עופר,1,5754,ירי רקטות וטילים
2019-07-31 10:07:00,עין איילה,1,5755,ירי רקטות וטילים
2019-07-31 10:07:00,עין הוד,1,5756,ירי רקטות וטילים
2019-07-31 10:07:00,עין חוד,1,5757,ירי רקטות וטילים
2019-07-31 10:07:00,עין כרמל,1,5758,ירי רקטות וטילים
2019-07-31 10:07:00,עתלית,1,5759,ירי רקטות וטילים
2019-07-31 10:07:00,פוריידיס,1,5760,ירי רקטות וטילים
2019-07-31 10:07:00,צרופה,1,5761,ירי רקטות וטילים
2019-07-31 10:07:00,יערות הכרמל,1,5762,ירי רקטות וטילים
2019-07-31 10:07:00,כלא דמון,1,5763,ירי רקטות וטילים
2019-07-31 10:12:00,חדרה - מזרח,1,5764,ירי רקטות וטילים
2019-07-31 10:17:00,חדרה - מרכז,1,5765,ירי רקטות וטילים
2019-07-31 10:22:00,חדרה - נווה חיים,1,5766,ירי רקטות וטילים
2019-07-31 10:27:00,חדרה - מערב,1,5767,ירי רקטות וטילים
2019-08-16 21:02:00, איבים,1,5768,ירי רקטות וטילים
2019-08-16 21:02:00,שדרות,1,5768,ירי רקטות וטילים
2019-08-16 21:03:00,ניר עם,1,5769,ירי רקטות וטילים
2019-08-16 21:03:00,אור הנר,1,5770,ירי רקטות וטילים
2019-08-16 21:03:00,ארז,1,5771,ירי רקטות וטילים
2019-08-16 21:03:00, מכללת ספיר,1,5772,ירי רקטות וטילים
2019-08-16 21:03:00,גבים,1,5772,ירי רקטות וטילים
2019-08-16 21:03:00,ניר עם,1,5773,ירי רקטות וטילים
2019-08-16 21:03:00, איבים,1,5774,ירי רקטות וטילים
2019-08-16 21:03:00,שדרות,1,5774,ירי רקטות וטילים
2019-08-17 20:58:00,דורות,1,5775,ירי רקטות וטילים
2019-08-17 20:58:00,חוות שיקמים,1,5776,ירי רקטות וטילים
2019-08-17 20:58:00,מפלסים,1,5777,ירי רקטות וטילים
2019-08-17 20:58:00,מטווח ניר עם,1,5778,ירי רקטות וטילים
2019-08-17 20:58:00, מכללת ספיר,1,5779,ירי רקטות וטילים
2019-08-17 20:58:00,גבים,1,5779,ירי רקטות וטילים
2019-08-17 20:58:00,ניר עם,1,5780,ירי רקטות וטילים
2019-08-17 20:58:00,שדרות,1,5781,ירי רקטות וטילים
2019-08-17 20:58:00, איבים,1,5781,ירי רקטות וטילים
2019-08-17 20:59:00,גבים,1,5782,ירי רקטות וטילים
2019-08-17 20:59:00, מכללת ספיר,1,5782,ירי רקטות וטילים
2019-08-17 20:59:00,שדרות,1,5783,ירי רקטות וטילים
2019-08-17 20:59:00, איבים,1,5783,ירי רקטות וטילים
2019-08-25 21:04:00, איבים,1,5784,ירי רקטות וטילים
2019-08-25 21:04:00,שדרות,1,5784,ירי רקטות וטילים
2019-08-25 21:04:00,אור הנר,1,5785,ירי רקטות וטילים
2019-08-25 21:04:00,ניר עם,1,5786,ירי רקטות וטילים
2019-08-25 21:04:00,אור הנר,1,5787,ירי רקטות וטילים
2019-08-25 21:04:00,ארז,1,5788,ירי רקטות וטילים
2019-08-25 21:04:00, מכללת ספיר,1,5789,ירי רקטות וטילים
2019-08-25 21:04:00,גבים,1,5789,ירי רקטות וטילים
2019-08-25 21:04:00,ניר עם,1,5790,ירי רקטות וטילים
2019-08-25 21:04:00, איבים,1,5791,ירי רקטות וטילים
2019-08-25 21:04:00,שדרות,1,5791,ירי רקטות וטילים
2019-08-28 21:20:00,נתיב העשרה,1,5792,ירי רקטות וטילים
2019-09-06 23:30:00,אור הנר,1,5793,ירי רקטות וטילים
2019-09-06 23:30:00,שדרות,1,5794,ירי רקטות וטילים
2019-09-06 23:30:00, איבים,1,5794,ירי רקטות וטילים
2019-09-10 21:07:00,אשקלון,1,5795,ירי רקטות וטילים
2019-09-10 21:07:00,אזור תעשייה הדרומי אשקלון,1,5796,ירי רקטות וטילים
2019-09-10 21:08:00,אשדוד - אזור תעשייה צפוני ונ,1,5797,ירי רקטות וטילים
2019-09-10 21:08:00,אשדוד - א,1,5798,ירי רקטות וטילים
2019-09-11 13:16:00,יד מרדכי,1,5799,ירי רקטות וטילים
2019-09-11 13:16:00,נתיב העשרה,1,5800,ירי רקטות וטילים
2019-09-11 19:03:00,אזור תעשייה הדרומי אשקלון,1,5801,ירי רקטות וטילים
2019-09-11 19:03:00,מבקיעים,1,5802,ירי רקטות וטילים
2019-09-11 23:37:00,זיקים,1,5803,ירי רקטות וטילים
2019-09-12 00:06:00,מבקיעים,1,5804,ירי רקטות וטילים
2019-09-19 18:17:00,ניר עם,1,5805,ירי רקטות וטילים
2019-09-19 18:18:00, מכללת ספיר,1,5806,ירי רקטות וטילים
2019-09-19 18:18:00,גבים,1,5806,ירי רקטות וטילים
2019-09-19 18:18:00,שדרות,1,5807,ירי רקטות וטילים
2019-09-19 18:18:00, איבים,1,5807,ירי רקטות וטילים
2019-09-19 18:18:00,ארז,1,5808,ירי רקטות וטילים
2019-09-19 18:18:00,מפלסים,1,5809,ירי רקטות וטילים
2019-09-19 18:18:00,מטווח ניר עם,1,5810,ירי רקטות וטילים
2019-10-04 23:48:00,כיסופים,1,5814,ירי רקטות וטילים
2019-10-27 09:38:00,ארז,1,5815,ירי רקטות וטילים
2019-10-31 20:07:00,בארי,1,5816,ירי רקטות וטילים
2019-10-31 20:07:00,עלומים,1,5817,ירי רקטות וטילים
2019-11-01 21:01:00, איבים,1,5818,ירי רקטות וטילים
2019-11-01 21:01:00,שדרות,1,5818,ירי רקטות וטילים
2019-11-01 21:01:00,גבים,1,5819,ירי רקטות וטילים
2019-11-01 21:01:00, מכללת ספיר,1,5819,ירי רקטות וטילים
2019-11-01 21:01:00,ניר עם,1,5820,ירי רקטות וטילים
2019-11-01 21:01:00,אור הנר,1,5821,ירי רקטות וטילים
2019-11-01 21:01:00,ארז,1,5822,ירי רקטות וטילים
2019-11-01 21:01:00,מטווח ניר עם,1,5823,ירי רקטות וטילים
2019-11-01 21:01:00, איבים,1,5824,ירי רקטות וטילים
2019-11-01 21:01:00,שדרות,1,5824,ירי רקטות וטילים
2019-11-01 21:01:00,מטווח ניר עם,1,5825,ירי רקטות וטילים
2019-11-01 21:01:00,גבים,1,5826,ירי רקטות וטילים
2019-11-01 21:01:00, מכללת ספיר,1,5826,ירי רקטות וטילים
2019-11-01 21:01:00,ניר עם,1,5827,ירי רקטות וטילים
2019-11-01 21:01:00,ארז,1,5828,ירי רקטות וטילים
2019-11-01 21:01:00,שדרות,1,5829,ירי רקטות וטילים
2019-11-01 21:01:00, איבים,1,5829,ירי רקטות וטילים
2019-11-01 21:06:00,ניר עם,1,5830,ירי רקטות וטילים
2019-11-01 21:06:00, איבים,1,5831,ירי רקטות וטילים
2019-11-01 21:06:00,שדרות,1,5831,ירי רקטות וטילים
2019-11-01 21:07:00,ניר עם,1,5832,ירי רקטות וטילים
2019-11-01 21:07:00,שדרות,1,5833,ירי רקטות וטילים
2019-11-01 21:07:00, איבים,1,5833,ירי רקטות וטילים
2019-11-01 21:07:00,ארז,1,5834,ירי רקטות וטילים
2019-11-01 21:42:00,שדרות,1,5835,ירי רקטות וטילים
2019-11-01 21:42:00, איבים,1,5835,ירי רקטות וטילים
2019-11-01 21:42:00, מכללת ספיר,1,5836,ירי רקטות וטילים
2019-11-01 21:42:00,גבים,1,5836,ירי רקטות וטילים
2019-11-01 21:42:00,ניר עם,1,5837,ירי רקטות וטילים
2019-11-01 21:42:00,ארז,1,5838,ירי רקטות וטילים
2019-11-01 21:42:00,מטווח ניר עם,1,5839,ירי רקטות וטילים
2019-11-02 01:58:00,שדרות,1,5840,ירי רקטות וטילים
2019-11-02 01:58:00, איבים,1,5840,ירי רקטות וטילים
2019-11-02 01:59:00,שדרות,1,5841,ירי רקטות וטילים
2019-11-02 01:59:00, איבים,1,5841,ירי רקטות וטילים
2019-11-12 05:51:00,אשדוד - א,1,5843,ירי רקטות וטילים
2019-11-12 05:51:00,אשדוד - אזור תעשייה צפוני ונ,1,5844,ירי רקטות וטילים
2019-11-12 05:51:00,מרינה,1,5845,ירי רקטות וטילים
2019-11-12 05:51:00,אשדוד - יא,1,5845,ירי רקטות וטילים
2019-11-12 05:52:00,בית אלעזרי,1,5846,ירי רקטות וטילים
2019-11-12 05:52:00,גדרה,1,5847,ירי רקטות וטילים
2019-11-12 05:52:00,קדרון,1,5848,ירי רקטות וטילים
2019-11-12 06:05:00,אשקלון,1,5849,ירי רקטות וטילים
2019-11-12 06:05:00,אזור תעשייה הדרומי אשקלון,1,5850,ירי רקטות וטילים
2019-11-12 06:05:00,זיקים,1,5851,ירי רקטות וטילים
2019-11-12 06:05:00,כרמיה,1,5852,ירי רקטות וטילים
2019-11-12 06:06:00,ניצן,1,5853,ירי רקטות וטילים
2019-11-12 06:06:00,ניצנים,1,5854,ירי רקטות וטילים
2019-11-12 06:19:00,כפר עזה,1,5855,ירי רקטות וטילים
2019-11-12 06:19:00,סעד,1,5856,ירי רקטות וטילים
2019-11-12 06:19:00,נחל עוז,1,5857,ירי רקטות וטילים
2019-11-12 06:19:00,כפר עזה,1,5858,ירי רקטות וטילים
2019-11-12 06:19:00,סעד,1,5859,ירי רקטות וטילים
2019-11-12 06:20:00,נחל עוז,1,5860,ירי רקטות וטילים
2019-11-12 06:20:00,עלומים,1,5861,ירי רקטות וטילים
2019-11-12 06:30:00,ניר עם,1,5862,ירי רקטות וטילים
2019-11-12 06:30:00, איבים,1,5863,ירי רקטות וטילים
2019-11-12 06:30:00,שדרות,1,5863,ירי רקטות וטילים
2019-11-12 06:30:00, מכללת ספיר,1,5864,ירי רקטות וטילים
2019-11-12 06:30:00,גבים,1,5864,ירי רקטות וטילים
2019-11-12 06:30:00,מפלסים,1,5865,ירי רקטות וטילים
2019-11-12 06:30:00,מטווח ניר עם,1,5866,ירי רקטות וטילים
2019-11-12 06:30:00,ניר עם,1,5867,ירי רקטות וטילים
2019-11-12 06:30:00, איבים,1,5868,ירי רקטות וטילים
2019-11-12 06:30:00,שדרות,1,5868,ירי רקטות וטילים
2019-11-12 06:35:00,אשקלון,1,5869,ירי רקטות וטילים
2019-11-12 06:35:00,אזור תעשייה הדרומי אשקלון,1,5870,ירי רקטות וטילים
2019-11-12 06:36:00,אזור תעשייה צפוני אשקלון,1,5871,ירי רקטות וטילים
2019-11-12 06:36:00,באר גנים,1,5872,ירי רקטות וטילים
2019-11-12 06:39:00,נתיב העשרה,1,5873,ירי רקטות וטילים
2019-11-12 06:39:00,זיקים,1,5874,ירי רקטות וטילים
2019-11-12 06:39:00,כרמיה,1,5875,ירי רקטות וטילים
2019-11-12 06:39:00,נתיב העשרה,1,5876,ירי רקטות וטילים
2019-11-12 06:51:00, איבים,1,5877,ירי רקטות וטילים
2019-11-12 06:51:00,שדרות,1,5877,ירי רקטות וטילים
2019-11-12 06:52:00,ארז,1,5878,ירי רקטות וטילים
2019-11-12 06:52:00,מטווח ניר עם,1,5879,ירי רקטות וטילים
2019-11-12 06:52:00,ניר עם,1,5880,ירי רקטות וטילים
2019-11-12 06:52:00, איבים,1,5881,ירי רקטות וטילים
2019-11-12 06:52:00,שדרות,1,5881,ירי רקטות וטילים
2019-11-12 06:52:00,חוות שיקמים,1,5882,ירי רקטות וטילים
2019-11-12 06:52:00,ניר עם,1,5883,ירי רקטות וטילים
2019-11-12 06:52:00,ארז,1,5884,ירי רקטות וטילים
2019-11-12 06:52:00,מטווח ניר עם,1,5885,ירי רקטות וטילים
2019-11-12 06:52:00, איבים,1,5886,ירי רקטות וטילים
2019-11-12 06:52:00,שדרות,1,5886,ירי רקטות וטילים
2019-11-12 06:58:00,נתיב העשרה,1,5887,ירי רקטות וטילים
2019-11-12 07:00:00,ניר עם,1,5888,ירי רקטות וטילים
2019-11-12 07:00:00, איבים,1,5889,ירי רקטות וטילים
2019-11-12 07:00:00,שדרות,1,5889,ירי רקטות וטילים
2019-11-12 07:00:00,ניר עם,1,5890,ירי רקטות וטילים
2019-11-12 07:00:00,שדרות,1,5891,ירי רקטות וטילים
2019-11-12 07:00:00, איבים,1,5891,ירי רקטות וטילים
2019-11-12 07:00:00,מפלסים,1,5892,ירי רקטות וטילים
2019-11-12 07:00:00,מטווח ניר עם,1,5893,ירי רקטות וטילים
2019-11-12 07:05:00,אזור תעשייה הדרומי אשקלון,1,5894,ירי רקטות וטילים
2019-11-12 07:05:00,זיקים,1,5895,ירי רקטות וטילים
2019-11-12 07:05:00,כרמיה,1,5896,ירי רקטות וטילים
2019-11-12 07:05:00,מבקיעים,1,5897,ירי רקטות וטילים
2019-11-12 07:05:00,אשקלון,1,5898,ירי רקטות וטילים
2019-11-12 07:05:00,באר גנים,1,5899,ירי רקטות וטילים
2019-11-12 07:05:00,ניצן,1,5900,ירי רקטות וטילים
2019-11-12 07:05:00,אזור תעשייה צפוני אשקלון,1,5901,ירי רקטות וטילים
2019-11-12 07:06:00,ניר עם,1,5902,ירי רקטות וטילים
2019-11-12 07:06:00, איבים,1,5903,ירי רקטות וטילים
2019-11-12 07:06:00,שדרות,1,5903,ירי רקטות וטילים
2019-11-12 07:06:00,חולון,1,5904,ירי רקטות וטילים
2019-11-12 07:06:00,פלמחים,1,5905,ירי רקטות וטילים
2019-11-12 07:06:00,ראשון לציון - מערב,1,5906,ירי רקטות וטילים
2019-11-12 07:06:00, מכללת ספיר,1,5907,ירי רקטות וטילים
2019-11-12 07:06:00,גבים,1,5907,ירי רקטות וטילים
2019-11-12 07:06:00,ארז,1,5908,ירי רקטות וטילים
2019-11-12 07:06:00,מפלסים,1,5909,ירי רקטות וטילים
2019-11-12 07:06:00,מטווח ניר עם,1,5910,ירי רקטות וטילים
2019-11-12 07:06:00,פארק תעשיות פלמחים,1,5911,ירי רקטות וטילים
2019-11-12 07:06:00,גן שורק,1,5912,ירי רקטות וטילים
2019-11-12 07:07:00, מכללת ספיר,1,5913,ירי רקטות וטילים
2019-11-12 07:07:00,גבים,1,5913,ירי רקטות וטילים
2019-11-12 07:07:00,ניר עם,1,5914,ירי רקטות וטילים
2019-11-12 07:07:00, איבים,1,5915,ירי רקטות וטילים
2019-11-12 07:07:00,שדרות,1,5915,ירי רקטות וטילים
2019-11-12 07:07:00,ארז,1,5916,ירי רקטות וטילים
2019-11-12 07:07:00,מפלסים,1,5917,ירי רקטות וטילים
2019-11-12 07:07:00,מטווח ניר עם,1,5918,ירי רקטות וטילים
2019-11-12 07:07:00,אור הנר,1,5919,ירי רקטות וטילים
2019-11-12 07:07:00, איבים,1,5920,ירי רקטות וטילים
2019-11-12 07:07:00,שדרות,1,5920,ירי רקטות וטילים
2019-11-12 07:11:00,אזור תעשייה הדרומי אשקלון,1,5921,ירי רקטות וטילים
2019-11-12 07:11:00,יד מרדכי,1,5922,ירי רקטות וטילים
2019-11-12 07:11:00,כרמיה,1,5923,ירי רקטות וטילים
2019-11-12 07:11:00,מבקיעים,1,5924,ירי רקטות וטילים
2019-11-12 07:11:00,בית שקמה,1,5925,ירי רקטות וטילים
2019-11-12 07:11:00,גיאה,1,5926,ירי רקטות וטילים
2019-11-12 07:11:00,תלמי יפה,1,5927,ירי רקטות וטילים
2019-11-12 07:29:00,אזור תעשייה הדרומי אשקלון,1,5928,ירי רקטות וטילים
2019-11-12 07:29:00,זיקים,1,5929,ירי רקטות וטילים
2019-11-12 07:29:00,כרמיה,1,5930,ירי רקטות וטילים
2019-11-12 07:29:00,נתיב העשרה,1,5931,ירי רקטות וטילים
2019-11-12 07:41:00,ארז,1,5932,ירי רקטות וטילים
2019-11-12 07:41:00,כרמיה,1,5933,ירי רקטות וטילים
2019-11-12 07:41:00,יד מרדכי,1,5934,ירי רקטות וטילים
2019-11-12 07:41:00,נתיב העשרה,1,5935,ירי רקטות וטילים
2019-11-12 07:42:00,נחל עוז,1,5936,ירי רקטות וטילים
2019-11-12 07:42:00,סעד,1,5937,ירי רקטות וטילים
2019-11-12 07:42:00,עלומים,1,5938,ירי רקטות וטילים
2019-11-12 07:43:00,מבטחים עמיעוז ישע,1,5939,ירי רקטות וטילים
2019-11-12 07:44:00,מבטחים עמיעוז ישע,1,5940,ירי רקטות וטילים
2019-11-12 07:46:00, איבים,1,5941,ירי רקטות וטילים
2019-11-12 07:46:00,שדרות,1,5941,ירי רקטות וטילים
2019-11-12 07:46:00,ניר עם,1,5942,ירי רקטות וטילים
2019-11-12 07:46:00,שדרות,1,5943,ירי רקטות וטילים
2019-11-12 07:46:00, איבים,1,5943,ירי רקטות וטילים
2019-11-12 07:46:00,מפלסים,1,5944,ירי רקטות וטילים
2019-11-12 07:46:00,מטווח ניר עם,1,5945,ירי רקטות וטילים
2019-11-12 07:46:00,ניר עם,1,5946,ירי רקטות וטילים
2019-11-12 07:50:00,בית אלעזרי,1,5947,ירי רקטות וטילים
2019-11-12 07:50:00,בית חלקיה,1,5948,ירי רקטות וטילים
2019-11-12 07:50:00,גדרה,1,5949,ירי רקטות וטילים
2019-11-12 07:50:00,גני טל,1,5950,ירי רקטות וטילים
2019-11-12 07:50:00,חפץ חיים,1,5951,ירי רקטות וטילים
2019-11-12 07:50:00,קדרון,1,5952,ירי רקטות וטילים
2019-11-12 07:50:00,גני יוחנן,1,5953,ירי רקטות וטילים
2019-11-12 07:50:00,חצב,1,5954,ירי רקטות וטילים
2019-11-12 07:50:00,מזכרת בתיה,1,5955,ירי רקטות וטילים
2019-11-12 07:50:00,קריית עקרון,1,5956,ירי רקטות וטילים
2019-11-12 07:50:00,יד בנימין,1,5957,ירי רקטות וטילים
2019-11-12 07:51:00,בני ראם,1,5958,ירי רקטות וטילים
2019-11-12 07:51:00,תלמי יחיאל,1,5959,ירי רקטות וטילים
2019-11-12 07:51:00,אזור תעשייה כנות,1,5960,ירי רקטות וטילים
2019-11-12 07:51:00,ביצרון,1,5961,ירי רקטות וטילים
2019-11-12 07:51:00,בני עי''ש,1,5962,ירי רקטות וטילים
2019-11-12 07:51:00,גן יבנה,1,5963,ירי רקטות וטילים
2019-11-12 07:51:00,כנות,1,5964,ירי רקטות וטילים
2019-11-12 07:51:00,מישר,1,5965,ירי רקטות וטילים
2019-11-12 07:51:00,משגב דב,1,5966,ירי רקטות וטילים
2019-11-12 07:51:00,נווה מבטח,1,5967,ירי רקטות וטילים
2019-11-12 07:51:00,פארק תעשייה ראם,1,5968,ירי רקטות וטילים
2019-11-12 07:51:00,גדרה,1,5969,ירי רקטות וטילים
2019-11-12 07:51:00,אחווה,1,5970,ירי רקטות וטילים
2019-11-12 07:51:00,גני טל,1,5971,ירי רקטות וטילים
2019-11-12 07:51:00,ינון,1,5972,ירי רקטות וטילים
2019-11-12 07:51:00,כפר אחים,1,5973,ירי רקטות וטילים
2019-11-12 07:51:00,כפר הרי''ף וצומת ראם,1,5974,ירי רקטות וטילים
2019-11-12 07:51:00,חצב,1,5975,ירי רקטות וטילים
2019-11-12 08:00:00,תל אביב - דרום העיר ויפו,1,5976,ירי רקטות וטילים
2019-11-12 08:00:00,תל אביב - מרכז העיר,1,5977,ירי רקטות וטילים
2019-11-12 08:00:00,בת-ים,1,5978,ירי רקטות וטילים
2019-11-12 08:00:00,חולון,1,5979,ירי רקטות וטילים
2019-11-12 08:01:00,ראשון לציון - מערב,1,5980,ירי רקטות וטילים
2019-11-12 08:01:00,פלמחים,1,5981,ירי רקטות וטילים
2019-11-12 08:10:00,כיסופים,1,5982,ירי רקטות וטילים
2019-11-12 08:12:00,אשדוד - א,1,5983,ירי רקטות וטילים
2019-11-12 08:12:00,אשדוד - אזור תעשייה צפוני ונ,1,5984,ירי רקטות וטילים
2019-11-12 08:12:00,אשדוד - ג,1,5985,ירי רקטות וטילים
2019-11-12 08:12:00,אשדוד - ח,1,5986,ירי רקטות וטילים
2019-11-12 08:12:00,מרינה,1,5987,ירי רקטות וטילים
2019-11-12 08:12:00,אשדוד - יא,1,5987,ירי רקטות וטילים
2019-11-12 08:12:00,בני דרום,1,5988,ירי רקטות וטילים
2019-11-12 08:12:00,ניר גלים,1,5989,ירי רקטות וטילים
2019-11-12 08:12:00,יבנה,1,5990,ירי רקטות וטילים
2019-11-12 08:12:00,כפר הנגיד,1,5991,ירי רקטות וטילים
2019-11-12 08:12:00,בן זכאי,1,5992,ירי רקטות וטילים
2019-11-12 08:12:00,גן הדרום,1,5993,ירי רקטות וטילים
2019-11-12 08:12:00,גן יבנה,1,5994,ירי רקטות וטילים
2019-11-12 08:12:00,כפר אביב,1,5995,ירי רקטות וטילים
2019-11-12 08:12:00,כרם ביבנה,1,5996,ירי רקטות וטילים
2019-11-12 08:12:00,מתחם בני דרום,1,5997,ירי רקטות וטילים
2019-11-12 08:12:00,קבוצת יבנה,1,5998,ירי רקטות וטילים
2019-11-12 08:12:00,מעון צופיה,1,5999,ירי רקטות וטילים
2019-11-12 08:12:00,שתולים,1,6000,ירי רקטות וטילים
2019-11-12 08:13:00,אזור תעשייה עד הלום,1,6001,ירי רקטות וטילים
2019-11-12 08:13:00,בית עזרא,1,6002,ירי רקטות וטילים
2019-11-12 08:13:00,ניצן,1,6003,ירי רקטות וטילים
2019-11-12 08:14:00,נתיב העשרה,1,6004,ירי רקטות וטילים
2019-11-12 08:15:00,יד מרדכי,1,6005,ירי רקטות וטילים
