data,date,time,alertDate,category,category_desc,matrix_id,rid
עין עירון,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5704
עין שמר,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5705
עמיקם,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5706
פרדס חנה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5707
קיסריה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5708
רגבים,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5709
שדות ים,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5710
אום אל פחם,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5711
אום אל קוטוף,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5712
אל עריאן,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5713
ברטעה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5714
ברקאי,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5715
גבעת חביבה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5716
חריש,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5717
כפר קרע,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5718
מאור,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5719
מועאוויה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5720
מי עמי,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5721
מעלה עירון,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5722
מענית,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5723
מצפה אילן,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5724
עין אל-סהלה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5725
ערערה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5726
שדה יצחק,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5727
שער מנשה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5728
תלמי אלעזר,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5729
אזור תעשייה רגבים,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5730
בית סוהר מגידו,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5731
בית ספר אורט בנימינה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5732
מרכז ימי קיסריה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5733
קציר,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5734
רמת הנדיב,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5735
בית אורן,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5736
גבעת וולפסון,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5737
החותרים,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5738
כפר גלים,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5739
אזור תעשייה ניר עציון,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5740
בית צבי,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5741
בת שלמה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5742
גבע כרמל,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5743
דור,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5744
הבונים,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5745
כפר הנוער ימין אורד,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5746
כרם מהר''ל,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5747
מאיר שפיה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5748
מגדים,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5749
מרכז מיר''ב,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5750
נווה ים,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5751
נחשולים,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5752
ניר עציון,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5753
עופר,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5754
עין איילה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5755
עין הוד,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5756
עין חוד,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5757
עין כרמל,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5758
עתלית,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5759
פוריידיס,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5760
צרופה,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5761
יערות הכרמל,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5762
כלא דמון,31.07.2019,10:06:53,2019-07-31T10:07:00,1,ירי רקטות וטילים,1,5763
חדרה - מזרח,31.07.2019,10:11:32,2019-07-31T10:12:00,1,ירי רקטות וטילים,1,5764
חדרה - מרכז,31.07.2019,10:16:31,2019-07-31T10:17:00,1,ירי רקטות וטילים,1,5765
חדרה - נווה חיים,31.07.2019,10:21:31,2019-07-31T10:22:00,1,ירי רקטות וטילים,1,5766
חדרה - מערב,31.07.2019,10:26:31,2019-07-31T10:27:00,1,ירי רקטות וטילים,1,5767
 איבים,16.08.2019,21:02:21,2019-08-16T21:02:00,1,ירי רקטות וטילים,1,5768
שדרות,16.08.2019,21:02:21,2019-08-16T21:02:00,1,ירי רקטות וטילים,1,5768
ניר עם,16.08.2019,21:02:32,2019-08-16T21:03:00,1,ירי רקטות וטילים,1,5769
אור הנר,16.08.2019,21:02:32,2019-08-16T21:03:00,1,ירי רקטות וטילים,1,5770
ארז,16.08.2019,21:02:32,2019-08-16T21:03:00,1,ירי רקטות וטילים,1,5771
 מכללת ספיר,16.08.2019,21:03:05,2019-08-16T21:03:00,1,ירי רקטות וטילים,1,5772
גבים,16.08.2019,21:03:05,2019-08-16T21:03:00,1,ירי רקטות וטילים,1,5772
ניר עם,16.08.2019,21:03:05,2019-08-16T21:03:00,1,ירי רקטות וטילים,1,5773
 איבים,16.08.2019,21:03:05,2019-08-16T21:03:00,1,ירי רקטות וטילים,1,5774
שדרות,16.08.2019,21:03:05,2019-08-16T21:03:00,1,ירי רקטות וטילים,1,5774
דורות,17.08.2019,20:58:18,2019-08-17T20:58:00,1,ירי רקטות וטילים,1,5775
חוות שיקמים,17.08.2019,20:58:18,2019-08-17T20:58:00,1,ירי רקטות וטילים,1,5776
מפלסים,17.08.2019,20:58:23,2019-08-17T20:58:00,1,ירי רקטות וטילים,1,5777
מטווח ניר עם,17.08.2019,20:58:23,2019-08-17T20:58:00,1,ירי רקטות וטילים,1,5778
גבים,17.08.2019,20:58:23,2019-08-17T20:58:00,1,ירי רקטות וטילים,1,5779
 מכללת ספיר,17.08.2019,20:58:23,2019-08-17T20:58:00,1,ירי רקטות וטילים,1,5779
ניר עם,17.08.2019,20:58:23,2019-08-17T20:58:00,1,ירי רקטות וטילים,1,5780
שדרות,17.08.2019,20:58:23,2019-08-17T20:58:00,1,ירי רקטות וטילים,1,5781
 איבים,17.08.2019,20:58:23,2019-08-17T20:58:00,1,ירי רקטות וטילים,1,5781
גבים,17.08.2019,20:58:41,2019-08-17T20:59:00,1,ירי רקטות וטילים,1,5782
 מכללת ספיר,17.08.2019,20:58:41,2019-08-17T20:59:00,1,ירי רקטות וטילים,1,5782
שדרות,17.08.2019,20:58:41,2019-08-17T20:59:00,1,ירי רקטות וטילים,1,5783
 איבים,17.08.2019,20:58:41,2019-08-17T20:59:00,1,ירי רקטות וטילים,1,5783
שדרות,25.08.2019,21:04:16,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5784
 איבים,25.08.2019,21:04:16,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5784
אור הנר,25.08.2019,21:04:16,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5785
ניר עם,25.08.2019,21:04:22,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5786
אור הנר,25.08.2019,21:04:22,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5787
ארז,25.08.2019,21:04:22,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5788
 מכללת ספיר,25.08.2019,21:04:28,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5789
גבים,25.08.2019,21:04:28,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5789
ניר עם,25.08.2019,21:04:28,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5790
 איבים,25.08.2019,21:04:28,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5791
שדרות,25.08.2019,21:04:28,2019-08-25T21:04:00,1,ירי רקטות וטילים,1,5791
נתיב העשרה,28.08.2019,21:20:14,2019-08-28T21:20:00,1,ירי רקטות וטילים,1,5792
אור הנר,06.09.2019,23:30:12,2019-09-06T23:30:00,1,ירי רקטות וטילים,1,5793
שדרות,06.09.2019,23:30:12,2019-09-06T23:30:00,1,ירי רקטות וטילים,1,5794
 איבים,06.09.2019,23:30:12,2019-09-06T23:30:00,1,ירי רקטות וטילים,1,5794
אשקלון,10.09.2019,21:07:14,2019-09-10T21:07:00,1,ירי רקטות וטילים,1,5795
אזור תעשייה הדרומי אשקלון,10.09.2019,21:07:14,2019-09-10T21:07:00,1,ירי רקטות וטילים,1,5796
אשדוד - אזור תעשייה צפוני ונ,10.09.2019,21:07:46,2019-09-10T21:08:00,1,ירי רקטות וטילים,1,5797
אשדוד - א,10.09.2019,21:08:13,2019-09-10T21:08:00,1,ירי רקטות וטילים,1,5798
יד מרדכי,11.09.2019,13:15:42,2019-09-11T13:16:00,1,ירי רקטות וטילים,1,5799
נתיב העשרה,11.09.2019,13:15:42,2019-09-11T13:16:00,1,ירי רקטות וטילים,1,5800
אזור תעשייה הדרומי אשקלון,11.09.2019,19:03:19,2019-09-11T19:03:00,1,ירי רקטות וטילים,1,5801
מבקיעים,11.09.2019,19:03:25,2019-09-11T19:03:00,1,ירי רקטות וטילים,1,5802
זיקים,11.09.2019,23:36:57,2019-09-11T23:37:00,1,ירי רקטות וטילים,1,5803
מבקיעים,12.09.2019,00:06:00,2019-09-12T00:06:00,1,ירי רקטות וטילים,1,5804
ניר עם,19.09.2019,18:17:29,2019-09-19T18:17:00,1,ירי רקטות וטילים,1,5805
 מכללת ספיר,19.09.2019,18:17:35,2019-09-19T18:18:00,1,ירי רקטות וטילים,1,5806
גבים,19.09.2019,18:17:35,2019-09-19T18:18:00,1,ירי רקטות וטילים,1,5806
 איבים,19.09.2019,18:17:35,2019-09-19T18:18:00,1,ירי רקטות וטילים,1,5807
שדרות,19.09.2019,18:17:35,2019-09-19T18:18:00,1,ירי רקטות וטילים,1,5807
ארז,19.09.2019,18:17:35,2019-09-19T18:18:00,1,ירי רקטות וטילים,1,5808
מפלסים,19.09.2019,18:17:35,2019-09-19T18:18:00,1,ירי רקטות וטילים,1,5809
מטווח ניר עם,19.09.2019,18:17:35,2019-09-19T18:18:00,1,ירי רקטות וטילים,1,5810
כיסופים,04.10.2019,23:48:15,2019-10-04T23:48:00,1,ירי רקטות וטילים,1,5814
ארז,27.10.2019,09:38:03,2019-10-27T09:38:00,1,ירי רקטות וטילים,1,5815
בארי,31.10.2019,20:06:58,2019-10-31T20:07:00,1,ירי רקטות וטילים,1,5816
עלומים,31.10.2019,20:06:59,2019-10-31T20:07:00,1,ירי רקטות וטילים,1,5817
 איבים,01.11.2019,21:00:39,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5818
שדרות,01.11.2019,21:00:39,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5818
גבים,01.11.2019,21:00:50,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5819
 מכללת ספיר,01.11.2019,21:00:50,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5819
ניר עם,01.11.2019,21:00:50,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5820
אור הנר,01.11.2019,21:00:50,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5821
ארז,01.11.2019,21:00:50,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5822
מטווח ניר עם,01.11.2019,21:00:50,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5823
 איבים,01.11.2019,21:00:56,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5824
שדרות,01.11.2019,21:00:56,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5824
מטווח ניר עם,01.11.2019,21:01:08,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5825
גבים,01.11.2019,21:01:08,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5826
 מכללת ספיר,01.11.2019,21:01:08,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5826
ניר עם,01.11.2019,21:01:08,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5827
ארז,01.11.2019,21:01:08,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5828
שדרות,01.11.2019,21:01:15,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5829
 איבים,01.11.2019,21:01:15,2019-11-01T21:01:00,1,ירי רקטות וטילים,1,5829
ניר עם,01.11.2019,21:06:11,2019-11-01T21:06:00,1,ירי רקטות וטילים,1,5830
 איבים,01.11.2019,21:06:11,2019-11-01T21:06:00,1,ירי רקטות וטילים,1,5831
שדרות,01.11.2019,21:06:11,2019-11-01T21:06:00,1,ירי רקטות וטילים,1,5831
ניר עם,01.11.2019,21:06:54,2019-11-01T21:07:00,1,ירי רקטות וטילים,1,5832
שדרות,01.11.2019,21:06:54,2019-11-01T21:07:00,1,ירי רקטות וטילים,1,5833
 איבים,01.11.2019,21:06:54,2019-11-01T21:07:00,1,ירי רקטות וטילים,1,5833
ארז,01.11.2019,21:06:54,2019-11-01T21:07:00,1,ירי רקטות וטילים,1,5834
 איבים,01.11.2019,21:42:02,2019-11-01T21:42:00,1,ירי רקטות וטילים,1,5835
שדרות,01.11.2019,21:42:02,2019-11-01T21:42:00,1,ירי רקטות וטילים,1,5835
 מכללת ספיר,01.11.2019,21:42:13,2019-11-01T21:42:00,1,ירי רקטות וטילים,1,5836
גבים,01.11.2019,21:42:13,2019-11-01T21:42:00,1,ירי רקטות וטילים,1,5836
ניר עם,01.11.2019,21:42:13,2019-11-01T21:42:00,1,ירי רקטות וטילים,1,5837
ארז,01.11.2019,21:42:13,2019-11-01T21:42:00,1,ירי רקטות וטילים,1,5838
מטווח ניר עם,01.11.2019,21:42:13,2019-11-01T21:42:00,1,ירי רקטות וטילים,1,5839
שדרות,02.11.2019,01:57:53,2019-11-02T01:58:00,1,ירי רקטות וטילים,1,5840
 איבים,02.11.2019,01:57:53,2019-11-02T01:58:00,1,ירי רקטות וטילים,1,5840
 איבים,02.11.2019,01:59:05,2019-11-02T01:59:00,1,ירי רקטות וטילים,1,5841
שדרות,02.11.2019,01:59:05,2019-11-02T01:59:00,1,ירי רקטות וטילים,1,5841
אשדוד - א,12.11.2019,05:51:20,2019-11-12T05:51:00,1,ירי רקטות וטילים,1,5843
אשדוד - אזור תעשייה צפוני ונ,12.11.2019,05:51:20,2019-11-12T05:51:00,1,ירי רקטות וטילים,1,5844
מרינה,12.11.2019,05:51:20,2019-11-12T05:51:00,1,ירי רקטות וטילים,1,5845
אשדוד - יא,12.11.2019,05:51:20,2019-11-12T05:51:00,1,ירי רקטות וטילים,1,5845
בית אלעזרי,12.11.2019,05:51:40,2019-11-12T05:52:00,1,ירי רקטות וטילים,1,5846
גדרה,12.11.2019,05:51:40,2019-11-12T05:52:00,1,ירי רקטות וטילים,1,5847
קדרון,12.11.2019,05:51:40,2019-11-12T05:52:00,1,ירי רקטות וטילים,1,5848
אשקלון,12.11.2019,06:05:00,2019-11-12T06:05:00,1,ירי רקטות וטילים,1,5849
אזור תעשייה הדרומי אשקלון,12.11.2019,06:05:00,2019-11-12T06:05:00,1,ירי רקטות וטילים,1,5850
זיקים,12.11.2019,06:05:00,2019-11-12T06:05:00,1,ירי רקטות וטילים,1,5851
כרמיה,12.11.2019,06:05:15,2019-11-12T06:05:00,1,ירי רקטות וטילים,1,5852
ניצן,12.11.2019,06:05:46,2019-11-12T06:06:00,1,ירי רקטות וטילים,1,5853
ניצנים,12.11.2019,06:05:46,2019-11-12T06:06:00,1,ירי רקטות וטילים,1,5854
כפר עזה,12.11.2019,06:18:57,2019-11-12T06:19:00,1,ירי רקטות וטילים,1,5855
סעד,12.11.2019,06:19:02,2019-11-12T06:19:00,1,ירי רקטות וטילים,1,5856
נחל עוז,12.11.2019,06:19:18,2019-11-12T06:19:00,1,ירי רקטות וטילים,1,5857
כפר עזה,12.11.2019,06:19:28,2019-11-12T06:19:00,1,ירי רקטות וטילים,1,5858
סעד,12.11.2019,06:19:28,2019-11-12T06:19:00,1,ירי רקטות וטילים,1,5859
נחל עוז,12.11.2019,06:19:39,2019-11-12T06:20:00,1,ירי רקטות וטילים,1,5860
עלומים,12.11.2019,06:19:44,2019-11-12T06:20:00,1,ירי רקטות וטילים,1,5861
ניר עם,12.11.2019,06:29:54,2019-11-12T06:30:00,1,ירי רקטות וטילים,1,5862
 איבים,12.11.2019,06:29:54,2019-11-12T06:30:00,1,ירי רקטות וטילים,1,5863
שדרות,12.11.2019,06:29:54,2019-11-12T06:30:00,1,ירי רקטות וטילים,1,5863
 מכללת ספיר,12.11.2019,06:30:05,2019-11-12T06:30:00,1,ירי רקטות וטילים,1,5864
גבים,12.11.2019,06:30:05,2019-11-12T06:30:00,1,ירי רקטות וטילים,1,5864
מפלסים,12.11.2019,06:30:05,2019-11-12T06:30:00,1,ירי רקטות וטילים,1,5865
מטווח ניר עם,12.11.2019,06:30:05,2019-11-12T06:30:00,1,ירי רקטות וטילים,1,5866
ניר עם,12.11.2019,06:30:16,2019-11-12T06:30:00,1,ירי רקטות וטילים,1,5867
 איבים,12.11.2019,06:30:16,2019-11-12T06:30:00,1,ירי רקטות וטילים,1,5868
שדרות,12.11.2019,06:30:16,2019-11-12T06:30:00,1,ירי רקטות וטילים,1,5868
אשקלון,12.11.2019,06:35:17,2019-11-12T06:35:00,1,ירי רקטות וטילים,1,5869
אזור תעשייה הדרומי אשקלון,12.11.2019,06:35:17,2019-11-12T06:35:00,1,ירי רקטות וטילים,1,5870
אזור תעשייה צפוני אשקלון,12.11.2019,06:35:42,2019-11-12T06:36:00,1,ירי רקטות וטילים,1,5871
באר גנים,12.11.2019,06:35:42,2019-11-12T06:36:00,1,ירי רקטות וטילים,1,5872
נתיב העשרה,12.11.2019,06:39:06,2019-11-12T06:39:00,1,ירי רקטות וטילים,1,5873
זיקים,12.11.2019,06:39:11,2019-11-12T06:39:00,1,ירי רקטות וטילים,1,5874
כרמיה,12.11.2019,06:39:11,2019-11-12T06:39:00,1,ירי רקטות וטילים,1,5875
נתיב העשרה,12.11.2019,06:39:27,2019-11-12T06:39:00,1,ירי רקטות וטילים,1,5876
 איבים,12.11.2019,06:51:21,2019-11-12T06:51:00,1,ירי רקטות וטילים,1,5877
שדרות,12.11.2019,06:51:21,2019-11-12T06:51:00,1,ירי רקטות וטילים,1,5877
ארז,12.11.2019,06:51:31,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5878
מטווח ניר עם,12.11.2019,06:51:31,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5879
ניר עם,12.11.2019,06:51:31,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5880
 איבים,12.11.2019,06:51:41,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5881
שדרות,12.11.2019,06:51:41,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5881
חוות שיקמים,12.11.2019,06:51:41,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5882
ניר עם,12.11.2019,06:51:58,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5883
ארז,12.11.2019,06:51:58,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5884
מטווח ניר עם,12.11.2019,06:51:58,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5885
 איבים,12.11.2019,06:52:04,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5886
שדרות,12.11.2019,06:52:04,2019-11-12T06:52:00,1,ירי רקטות וטילים,1,5886
נתיב העשרה,12.11.2019,06:58:10,2019-11-12T06:58:00,1,ירי רקטות וטילים,1,5887
ניר עם,12.11.2019,06:59:53,2019-11-12T07:00:00,1,ירי רקטות וטילים,1,5888
 איבים,12.11.2019,06:59:53,2019-11-12T07:00:00,1,ירי רקטות וטילים,1,5889
שדרות,12.11.2019,06:59:53,2019-11-12T07:00:00,1,ירי רקטות וטילים,1,5889
ניר עם,12.11.2019,07:00:13,2019-11-12T07:00:00,1,ירי רקטות וטילים,1,5890
 איבים,12.11.2019,07:00:13,2019-11-12T07:00:00,1,ירי רקטות וטילים,1,5891
שדרות,12.11.2019,07:00:13,2019-11-12T07:00:00,1,ירי רקטות וטילים,1,5891
מפלסים,12.11.2019,07:00:13,2019-11-12T07:00:00,1,ירי רקטות וטילים,1,5892
מטווח ניר עם,12.11.2019,07:00:13,2019-11-12T07:00:00,1,ירי רקטות וטילים,1,5893
אזור תעשייה הדרומי אשקלון,12.11.2019,07:04:31,2019-11-12T07:05:00,1,ירי רקטות וטילים,1,5894
זיקים,12.11.2019,07:04:31,2019-11-12T07:05:00,1,ירי רקטות וטילים,1,5895
כרמיה,12.11.2019,07:04:31,2019-11-12T07:05:00,1,ירי רקטות וטילים,1,5896
מבקיעים,12.11.2019,07:04:31,2019-11-12T07:05:00,1,ירי רקטות וטילים,1,5897
אשקלון,12.11.2019,07:04:31,2019-11-12T07:05:00,1,ירי רקטות וטילים,1,5898
באר גנים,12.11.2019,07:04:31,2019-11-12T07:05:00,1,ירי רקטות וטילים,1,5899
ניצן,12.11.2019,07:04:31,2019-11-12T07:05:00,1,ירי רקטות וטילים,1,5900
אזור תעשייה צפוני אשקלון,12.11.2019,07:04:36,2019-11-12T07:05:00,1,ירי רקטות וטילים,1,5901
ניר עם,12.11.2019,07:05:38,2019-11-12T07:06:00,1,ירי רקטות וטילים,1,5902
 איבים,12.11.2019,07:05:38,2019-11-12T07:06:00,1,ירי רקטות וטילים,1,5903
שדרות,12.11.2019,07:05:38,2019-11-12T07:06:00,1,ירי רקטות וטילים,1,5903
חולון,12.11.2019,07:05:43,2019-11-12T07:06:00,1,ירי רקטות וטילים,1,5904
