osm_id,place,lat,lon,name,name_he,name_en
5018298801,town,34.330874,35.735081,شكا,שכא,Chekka
5421813516,town,33.865212,35.517984,شياح,,Chiyah
5018242049,town,33.812029,35.855336,شتورا,שתורא,Chtoura
4703976395,town,33.942016,35.593793,الضبية,,Dbayeh
278476858,town,32.934772,35.266828,دير الأسد,דיר אל אסד,Deir al Asad
332786222,town,32.35242,35.076824,دير الغصون,דיר אל-עוסון,Deir el Ghusun
505035532,town,31.418346,34.350248,دير البلح,דיר אל-בלאח,Deir el-Balah
4893558237,town,33.880408,35.546644,دكوانة,,Dekwaneh
5866184111,town,32.500911,35.683881,دير أبي سعيد,,Der Abi Saeed
8121397339,town,33.910488,35.711918,ضهور الشوير,,Dhour El Choueir
275283306,town,31.068661,35.036648,דימונה,דימונה,Dimona
332791972,town,31.506598,35.026367,دورا,דורה,Dura
431636494,town,31.653646,35.150871,אפרת,אפרת,Efrat
5051679201,town,34.290658,35.965676,إهدن,אהדן,Ehden
278477205,town,32.723323,35.352732,עין מאהל,עין מאהל,Ein Mahel
768030514,town,30.465278,33.781667,الحسنة,,El Hassana
389991575,town,32.050066,34.952152,אלעד,אלעד,Elad
5018293944,town,34.357874,35.73395,أنفة,,Enfeh
5155720617,town,33.274978,35.520529,الطيبة,טייבה,Et Taibeh
246250334,town,32.272485,34.886767,אבן יהודה,אבן יהודה,Even Yehuda
6069187779,town,33.88036,35.574818,الفنار,,Fanar
4866800802,town,33.990719,35.731318,فيطرون,,Faytroun
5421906316,town,33.871994,35.52229,فرن الشباك,,Forn el Chebbak
404159318,town,31.811775,34.780388,גדרה,גדרה,Gedera
4748423550,town,34.016156,35.660912,غزير,,Ghazir
6090945083,town,33.519388,35.372579,الغازية,ע'אזיה,Ghaziyeh
5421872500,town,33.859755,35.505671,غبيري,,Ghobeiry
798696646,town,32.834649,35.102985,גבעת הרקפות,גבעת הרקפות,Givat HaRakafot
3997917865,town,32.076946,34.852466,גבעת שמואל,גבעת שמואל,Givat Shmuel
246843692,town,31.862333,35.16875,גבעת זאב,גבעת זאב,Givat Zeev
277528109,town,32.072961,34.811328,גבעתיים,גבעתיים,Givatayim
4812430106,town,33.409165,35.481271,حبوش,חבוש,Habboush
1475317050,town,32.43699,34.919826,חדרה,חדרה,Hadera
4747728043,town,34.084205,35.658466,حالات,,Halat
332791394,town,31.577547,35.099316,حلحول,חלחול,Halhul
5037448063,town,33.826977,35.735905,حمانا,,Hammana
1236312441,town,29.286416,34.946912,حقل,חקל,Haql
661437345,town,32.45964,35.051084,חריש,חריש,Harish
5782432417,town,33.396473,35.681172,حاصبيا,חאצביא,Hasbaya
278474273,town,32.97917,35.543327,חצור הגלילית,חצור הגלילית,Hatzor HaGlilit
5421895959,town,33.854099,35.5374,حازمية,חזמיה,Hazmieh
299937114,town,31.528902,35.094487,الخليل,חברון,Hebron
278470198,town,32.165625,34.846902,הרצליה,הרצליה,Herzliya
246845741,town,32.156197,34.893035,הוד השרון,הוד השרון,Hod HaSharon
196307269,town,32.019312,34.780408,חולון,חולון,Holon
8913085270,town,33.243426,35.238476,الحوش,,Hosh
558575432,town,31.297247,34.937906,חורה,חורה,Hura
332951272,town,31.557994,34.976281,إذنا,אידנא,Idhna
3678868875,town,31.915072,35.753895,عراق الأمير,עיראק אל-אמיר,Iraq Al-Amir
332964925,town,32.32379,35.221598,جبع,ג'בע,Jaba
567053509,town,33.162287,35.926836,جبا,ג'בא,Jaba
3007045042,town,31.528214,34.483167,جباليا,ג'באליה,Jabalia
278477247,town,32.152285,34.953654,ג'לג'וליה,ג'לג'וליה,Jaljulya
332780429,town,32.131741,35.202159,جمّاعين,ג'מאעין,Jamma'in
260286476,town,33.892166,35.570381,جديدة المتن,,Jdeideh
300254767,town,32.461884,35.297566,جنين,ג'נין,Jenin
8261267460,town,32.460533,35.288192,مخيم جنين,מ.פ. ג'נין,Jenin Refugee Camp
432335269,town,31.856048,35.459824,أريحا,יריחו,Jericho
4840035371,town,33.543934,35.584395,جزين,ג'זין,Jezzine
5764388273,town,33.645544,35.403654,الجية,,Jieh
5522106653,town,33.626281,35.784006,جب جنين,ג'וב ג'נין,Joub Jannine
12334379665,town,32.408738,35.706957,جديتا,,Judaita
527376442,town,32.748854,35.184097,كعبية طباش حجاجرة,כעביה טבאש חג'אג'רה,Ka'abiyye-Tabbash-Hajajre
5348916658,town,33.822688,35.582914,الكحالة,,Kahale
278371482,town,32.28486,34.98017,קלנסווה,קלנסווה,Kalanswa
278478620,town,32.91591,35.293429,כרמיאל,כרמיאל,Karmiel
4704006960,town,33.98404,35.619159,الكسليك,קסליק,Kaslik
661441525,town,32.48863,35.101689,קציר,קציר,Katzir
1654111437,town,32.992026,35.6877,קצרין,קצרין,Katzrin
278477555,town,32.745986,35.339802,כפר כנא,כפר כנא,Kfar Kanna
278473398,town,32.502991,35.0505,כפר קרע,כפר קרע,Kfar Kara
278478127,town,32.115201,34.975261,כפר קאסם,כפר קאסם,Kfar Kasim
278478760,town,32.177347,34.907459,כפר סבא,כפר סבא,Kfar Saba
1830001713,town,34.228018,35.662808,كفرعبيدا,,Kfaraabida
5943421451,town,33.813695,35.53554,كفر شيما,,Kfarshima
5416951814,town,33.781761,35.485718,خلدة,,Khalde
